9876 
463	-596	600	949	-975	850	-278	-869	27	537	476	-459	-670	-514	629	761	140	907	-864	-356	-575	-65	198	-276	-828	-67	531	-455	-79	-224	501	864
-627	-822	-385	33	726	368	436	753	110	-241	-55	145	307	-237	-79	952	-419	-959	769	-178	834	-88	543	217	-923	-724	587	-989	-466	-733	407	863
422	-3	-386	400	858	70	174	11	480	-157	-135	609	-608	698	185	508	916	859	857	316	118	-49	-39	670	253	253	-50	253	20	-581	463	-303
114	736	-415	-922	-485	30	120	-231	-708	-551	981	-373	657	-769	-326	714	-16	553	961	43	871	-970	-806	662	469	-513	-375	-597	569	-534	-573	-393
970	942	-608	-531	-758	-904	-685	-511	-776	-145	-949	170	261	440	-632	873	626	899	-554	921	592	964	811	-634	-36	790	-230	-653	-252	181	428	-592
52	-415	-147	-2	56	-103	-594	-548	-491	733	414	322	363	-526	131	-485	-770	157	-79	-851	-337	736	709	-489	-746	-350	997	-65	875	577	-840	822
690	420	865	109	-719	149	749	-701	988	-717	-729	803	-514	-945	-163	-284	-199	694	644	-339	-19	-427	478	637	273	763	923	666	332	77	948	249
75	-669	568	455	62	377	-736	-153	32	392	744	550	-891	904	870	626	555	-958	148	-412	-833	-978	-371	-600	-969	845	-786	-967	-513	873	882	294
-113	-280	475	887	-262	817	-433	-757	-534	-347	513	249	152	-74	790	-658	588	-514	-279	579	-342	-520	-408	-538	46	-268	-898	315	764	-756	980	255
-589	440	-62	-488	977	-965	-408	-175	-321	-224	-602	522	-476	695	-67	-727	-810	438	794	513	186	-435	-406	-691	-387	-176	-975	761	-863	-277	829	254
364	-311	-600	159	39	17	-936	-381	497	217	478	81	-726	647	-620	-221	-377	-281	535	-328	-849	535	386	260	296	-722	626	709	509	410	90	663
461	-919	148	903	-552	-65	829	-958	-503	653	672	756	773	-328	-136	149	-209	545	329	-527	578	-432	586	920	488	373	-796	-745	-67	842	851	195
94	-710	192	-423	490	-144	-621	546	-464	-912	-599	571	-647	930	-540	768	706	788	-299	504	-101	531	-339	156	-774	649	780	-556	-460	-466	229	-476
839	231	766	-575	25	-432	961	-860	-484	427	235	-81	540	-616	-494	303	310	-586	-700	723	-158	-181	655	571	714	439	-388	551	-44	-775	808	-247
-481	72	412	687	-941	735	-739	-104	907	-397	372	624	-682	-620	-55	-760	-100	388	-465	-619	29	-286	639	-792	-931	-817	456	-657	-737	699	-231	-118
-708	-658	194	-448	762	780	-866	-256	-957	-662	-976	277	-951	-869	220	-773	200	99	641	-8	144	971	289	692	287	-725	113	-667	793	-843	-779	584
362	640	-379	-413	-972	-938	592	700	866	-370	611	-162	964	687	-279	-498	-307	-99	-774	931	-21	-284	-943	-162	-527	-406	-707	666	547	869	-425	601
704	745	-255	-762	433	-992	200	-822	853	-743	-414	874	-960	-82	873	-353	393	181	-405	228	-65	-58	49	-7	52	-589	612	-760	373	-645	-819	-771
-122	906	424	-393	687	857	-491	10	681	878	718	-521	803	-723	-100	256	99	-185	-877	613	-885	114	-802	-130	990	-684	-469	-364	-309	-56	-529	-44
-950	642	778	720	157	-472	298	-757	992	203	469	-514	973	-131	-978	997	-155	960	553	-6	-566	699	-669	541	-95	-313	-528	-525	-374	29	903	992
107	976	-290	-613	-532	108	-991	-44	688	-806	-356	667	-147	213	587	-130	220	238	644	-774	815	861	321	357	-430	-629	310	-471	-439	676	-946	-254
-341	29	-415	170	-149	-725	737	418	-575	424	441	-961	682	-705	-837	-106	694	436	230	891	-792	-460	749	437	749	466	344	-627	642	-400	471	-905
935	93	-698	696	288	458	-800	932	-612	-613	-45	-291	-321	989	-319	287	166	-118	956	-21	-613	507	-344	882	95	-239	306	-698	987	245	726	62
-469	757	454	-911	212	296	98	322	-134	-476	214	132	-524	553	304	-461	-769	947	355	-202	-15	-738	-704	995	884	788	192	-266	-499	800	240	-2
247	-881	-668	-586	360	-747	-346	823	109	-50	296	737	604	-178	-778	-252	90	-285	784	892	111	604	-823	-110	-793	-537	160	-770	-330	491	112	-124
914	-721	42	-347	958	854	-619	-239	353	-996	250	-775	-262	2	-917	647	440	-274	-75	886	-167	276	-851	-579	450	-766	-857	112	-94	215	91	301
271	591	-204	333	-36	-907	619	302	-785	-535	44	50	-841	194	-463	-43	-625	-846	90	207	496	-427	945	-893	839	-114	-766	957	492	-830	-835	-730
-547	165	-461	-17	974	-964	1000	-626	985	-948	21	900	-371	200	-891	-782	917	-792	816	303	-995	462	986	625	19	986	-665	518	-34	-389	-360	-113
761	985	-953	436	-375	-669	-308	90	696	-144	-500	-510	-801	-79	598	730	-61	571	-308	863	-506	19	-128	742	-217	45	498	484	714	-923	-886	703
-992	529	-970	-932	214	-362	-258	-622	-265	185	-721	-469	134	-872	839	-77	828	911	924	962	-219	629	517	438	526	-917	529	423	50	487	-362	129
121	447	570	676	-415	990	502	798	-189	6	-875	-81	875	-377	-800	163	688	-111	-300	178	540	-87	359	-747	-137	-780	-814	958	-317	18	238	-403
-584	-242	-577	-909	79	-810	-536	490	-852	-734	834	611	-774	125	-371	-968	678	-910	-655	-828	-394	-17	-114	562	580	-589	442	-410	874	-65	166	27
-166	-154	-719	660	-953	661	-269	633	157	-391	214	-965	-484	-217	353	80	-266	-192	-899	-608	-147	734	-230	260	85	-671	227	-972	-156	-639	462	89
741	-537	-180	164	-245	93	-782	-402	-459	-359	-949	-460	361	-618	533	-660	934	272	143	552	787	-263	-173	-753	447	-193	-231	-591	-879	84	50	-991
769	-27	814	-25	125	-777	-691	-722	797	379	92	663	-12	-666	-721	389	682	-909	943	302	-612	797	464	492	677	-140	-210	504	-890	340	-747	176
332	-271	-387	302	-335	665	-991	-28	205	-685	-457	235	473	-526	-432	-51	587	290	845	-968	807	3	-869	218	864	487	704	-587	-948	-651	-85	-496
-944	-236	-390	122	-216	-298	313	-209	765	787	824	252	-247	-8	-651	-849	-741	-830	-775	99	786	128	300	171	-580	768	145	749	298	-309	-176	-853
-119	815	429	-973	554	-801	-46	-734	315	-838	-254	923	421	444	-277	931	-475	909	870	-489	268	895	491	355	562	-784	494	236	663	-754	701	229
-775	202	-338	102	367	314	539	-93	-719	774	795	-484	1	-171	-431	-45	636	-328	344	693	-694	-761	-261	-867	-728	-63	-126	749	-740	-513	782	-574
114	666	-870	-690	-222	648	-132	754	636	590	-405	-121	981	-16	695	158	-735	-997	-45	-808	-575	658	-398	-242	399	663	-239	271	-894	895	23	-717
-903	657	-391	82	-740	446	272	-749	306	-564	-16	68	460	872	-352	590	-594	377	342	-314	-238	-205	271	-784	-721	998	-233	-202	507	702	397	946
-784	926	-606	767	-150	405	308	-38	101	403	249	-664	35	771	550	56	-963	-871	-603	-36	381	970	-839	-549	439	-675	-113	727	-176	578	314	184
902	-498	-326	-166	474	-835	556	-504	-528	-564	755	-708	-909	-732	-64	-965	-618	815	826	660	-701	-824	773	51	-783	-650	-265	789	77	-283	239	-95
-179	-762	-344	919	-361	-147	-578	-888	-287	327	-56	-856	38	790	-871	267	-106	-986	106	-376	-544	852	-53	-120	821	894	-692	893	-760	-218	-290	-202
-419	84	-6	621	760	257	140	511	-462	277	299	-398	683	246	-174	-873	562	-610	36	210	107	-208	-703	-874	-570	-674	-723	-980	-852	-360	-502	898
-679	-973	493	-148	-972	964	188	883	-76	-323	369	372	30	953	-959	-984	153	-123	-813	53	975	299	-719	896	618	-95	422	121	-506	571	-548	-61
537	-594	-40	333	-894	713	-695	-667	815	227	120	257	-370	995	666	-694	217	475	456	831	-563	-513	-637	76	-481	339	-998	-660	-315	-908	-129	-150
-820	585	543	-847	518	824	533	-334	434	552	-546	601	99	-868	296	-4	-634	182	-409	66	-148	-594	-191	881	-313	-228	-946	628	523	390	207	498
353	-910	-929	567	-339	599	-461	850	-937	841	477	176	-63	-854	-217	72	-573	-74	-695	-165	-945	518	309	55	357	669	-316	329	-6	-204	-187	807
591	852	957	-643	765	-901	-584	612	394	401	-561	-501	-85	-510	375	-753	938	-627	-837	483	848	-764	762	262	43	955	-596	-776	277	-969	512	365
-431	-834	-666	-224	610	266	359	-436	674	-907	36	196	-824	851	101	439	-336	-835	122	256	294	222	-508	-237	252	-906	908	-209	531	544	-808	-762
-424	483	514	332	-530	361	784	-184	954	-784	-501	806	-900	-775	334	-968	-196	953	-93	545	-547	333	355	-796	537	460	557	-843	315	-829	344	-331
75	453	-250	765	559	-992	924	-603	447	-498	-787	-348	-869	112	629	181	847	506	-566	737	333	902	239	-438	620	-629	893	-756	2	-571	-497	745
242	809	854	825	823	356	611	-160	13	517	857	-474	-405	645	-845	549	-695	522	717	-483	143	22	-641	181	-196	134	191	887	858	426	-245	-903
266	-25	-995	-60	251	665	167	747	214	513	137	-636	-669	696	-584	1	539	-572	139	-87	173	434	-367	-342	799	961	147	549	-154	596	-857	-993
-398	563	-339	865	-971	-32	330	658	434	261	974	-990	-105	222	387	-180	-721	451	223	359	-496	-143	-377	-8	333	-19	-595	-291	-764	-742	710	78
-293	-213	444	-168	-976	-729	-226	106	-313	-708	-205	112	750	-499	-887	447	560	621	17	-954	-295	948	-728	-779	370	-932	873	-130	-923	-281	171	167
-667	-495	-37	-185	185	-852	624	-443	424	-763	-458	-476	68	-457	432	774	-172	-983	429	358	-721	-231	971	-721	-708	-137	517	-51	214	759	-276	-628
68	328	719	351	-206	-234	1	-825	-541	118	162	-288	302	416	836	-933	351	750	-25	-348	-802	187	578	-577	-343	-981	-935	-698	-949	-820	-674	-668
-232	366	-450	-888	-361	-408	355	-20	17	438	970	-193	680	380	-841	135	-218	-903	-481	-75	-528	169	-203	-385	-636	412	144	-740	-171	140	145	-788
465	742	-518	-830	606	-374	503	853	874	732	102	-523	-155	-769	830	-641	811	324	-496	85	-186	-414	-365	230	635	921	900	197	-627	-636	-980	-817
-737	-184	818	-110	223	-436	964	-301	-526	405	336	-532	693	373	740	-955	-950	481	-208	-422	-58	142	696	116	-450	872	618	768	746	-880	142	706
475	227	-337	676	-487	-524	681	-471	-898	-150	132	79	-564	82	-799	-6	-882	928	95	399	97	859	794	-486	807	-815	-279	-201	-322	899	204	781
-416	-137	-101	680	-797	190	-770	444	-420	951	723	927	112	-628	-841	400	-999	389	248	559	-478	-24	-146	349	-767	749	-598	613	797	95	421	-754
-343	-959	-126	341	715	-330	-437	-757	-906	677	431	996	-845	-876	19	-321	-414	-131	708	-486	-779	661	161	-794	738	-234	-404	-593	888	-196	-99	-541
79	52	52	981	261	-583	87	581	807	-57	168	-943	617	-727	781	-400	-299	766	-635	-17	-574	768	841	107	844	260	330	-682	-368	-68	526	295
51	-728	265	-599	630	-148	242	-759	-695	16	236	-958	-587	-585	615	-861	-321	94	-401	56	238	293	-616	-910	171	-698	-670	-207	943	646	-675	713
-951	-355	53	-546	493	-120	849	428	199	455	-958	-925	131	38	845	839	707	-479	573	-896	-132	804	-322	46	1000	715	288	208	-822	-567	-758	-515
-358	739	-79	-122	-38	592	432	10	-312	504	-879	924	247	-439	734	-577	677	711	840	346	-363	-710	-900	867	-190	-53	912	-674	33	-571	-439	969
-116	-561	452	-156	533	161	-477	337	-529	100	-500	-804	-435	729	371	80	759	-876	-17	806	-79	273	-30	224	914	-821	0	-447	887	133	-617	-24
369	-717	942	472	-599	925	633	246	393	591	98	125	-995	372	520	394	782	-569	653	-126	-474	848	119	-953	-845	246	-730	490	866	774	-981	832
935	851	982	-972	-665	1	-343	725	-848	595	490	-476	-806	224	500	-638	537	131	-429	289	-583	332	-571	-898	-998	87	-580	-697	114	-66	590	-581
-352	-165	-309	975	-913	389	-558	473	-472	-582	-531	-885	-434	187	-149	862	-654	-473	-663	-340	337	-576	40	-510	618	-427	-487	984	204	897	-788	-708
-196	35	-438	714	709	-232	60	946	-884	590	-507	537	822	-595	368	-292	-127	-479	29	645	-812	49	-990	-38	924	-916	659	-901	977	267	-274	-490
-826	-338	-635	46	-789	725	364	-554	64	374	-246	569	-269	-914	-158	510	-418	-573	-804	271	-593	-981	-657	495	100	836	548	-396	-478	153	-431	318
194	-497	-639	528	417	-144	-298	-46	690	-659	-758	42	-861	-361	702	845	-349	-958	-708	-986	-930	-667	-340	2	928	634	-613	749	-671	-405	431	-811
210	964	870	-953	840	732	-710	460	-575	768	98	338	-311	682	-242	352	-20	-700	814	605	-402	952	172	291	-891	68	594	503	129	-996	-642	-324
-965	57	675	642	-510	-395	580	831	-791	919	-103	347	652	323	-132	-928	-157	28	-979	-368	191	128	-386	-867	634	155	-395	361	-288	-747	-613	363
3	17	434	-51	-148	-311	-127	474	-429	-313	103	211	-157	-507	125	424	140	629	675	-177	310	-41	-140	-591	839	151	-905	-771	292	-493	-774	496
184	-295	727	-452	413	945	129	-983	-292	-319	188	686	555	-225	78	184	-860	560	-993	412	-91	-571	-235	-790	-167	605	-101	-534	-600	551	482	-937
533	-44	-58	-149	-32	-429	945	572	-331	48	-650	625	-118	453	-914	691	-247	-955	260	-768	448	156	-336	987	637	-150	-291	151	825	586	-224	783
939	-556	-123	844	-22	422	-557	-73	-611	306	-594	-115	-470	472	-373	-569	-82	-545	-682	977	685	-182	798	-954	-899	-952	999	-963	-809	533	-910	310
-900	983	954	-727	909	-843	546	-796	515	-454	-952	-282	864	-74	-597	-993	849	-360	150	217	-89	493	413	-330	-432	708	-610	591	-417	-754	947	-77
-844	-587	-60	-19	-449	809	-458	-794	-929	-134	-554	-348	258	-837	587	680	-793	-953	614	-787	469	459	-541	985	-416	-284	-458	788	-422	-699	398	-537
-632	892	814	-288	737	-507	-578	318	-36	-527	798	-807	966	-334	560	-282	-876	-636	627	7	-655	-882	-329	-410	-633	-975	735	583	-426	257	314	-659
74	-266	584	85	682	-371	21	-985	-571	-424	543	-270	29	231	782	822	103	-657	-503	-268	776	-348	621	837	-218	-961	-657	313	-969	-480	830	-555
490	-849	847	461	757	526	-326	-104	-171	-634	-137	-754	-817	246	326	125	-990	-270	800	-304	273	26	-483	-145	-621	-829	402	566	12	-594	-897	68
-304	245	-908	-874	831	20	-120	-947	-59	-625	708	-296	950	858	-877	-705	555	762	641	567	909	-64	462	196	-286	-169	-853	-345	-254	-105	698	-463
-660	-653	408	-200	-981	-115	-41	493	-976	-350	-369	-55	841	-535	574	900	479	-308	304	895	-335	731	953	715	-984	529	343	-634	-266	-464	-387	976
7	-443	880	-520	929	-577	-975	-298	117	372	-626	-145	518	753	-150	-243	172	803	248	-259	182	-758	-18	-752	271	764	-268	857	363	-495	-777	-183
565	-129	-848	308	-451	118	483	817	565	396	-791	-3	397	344	268	-668	704	241	-36	-525	270	-584	-815	-320	-457	-876	-440	-347	610	-294	487	225
-453	485	-58	96	-921	-582	16	-2	-692	-675	-356	983	141	394	-308	625	290	-254	830	681	94	-536	928	-787	-971	444	368	-76	-99	-248	165	669
-216	-90	82	-160	-239	-420	-985	892	933	766	509	546	960	-241	-928	584	330	945	-975	649	318	582	-689	962	-502	-335	614	-614	374	-872	-267	-403
401	-396	-550	88	808	173	332	-130	-138	87	888	236	258	-804	-640	76	-3	738	-138	-878	-730	287	972	382	37	-131	-383	883	30	1000	-58	-292
-52	-848	171	707	-800	-151	-802	297	362	-220	-505	-252	-571	-480	-271	-492	869	343	414	519	-678	804	710	286	203	27	862	-150	-749	-253	479	-251
222	-73	-164	167	421	-807	-707	514	-662	862	-993	-530	82	-120	-287	-185	-221	-996	-926	355	-979	202	-511	-224	253	-454	397	416	914	-911	-522	113
-843	-507	-25	233	-766	-166	-940	157	-350	-743	159	-141	-749	-25	856	743	252	-413	-186	-612	573	863	844	-10	451	959	-656	696	-621	-830	-385	299
-439	396	671	224	-485	-424	-968	41	-901	-340	8	505	635	-274	-318	-526	-434	-609	111	-967	281	-57	400	-804	525	246	-23	534	450	564	356	354
-647	-314	-860	284	246	720	97	-322	-875	-480	430	758	-692	-30	739	508	-103	-81	-509	293	-114	-106	66	1	748	464	353	-991	843	543	-97	613
-435	-242	-856	348	330	-307	-392	473	83	659	291	804	933	96	448	86	-214	-347	663	539	-200	332	998	107	939	922	657	-26	-244	-509	-190	-495
-863	-181	-349	-344	-670	-596	-483	-859	422	842	-686	-698	-323	946	-189	-316	-375	-518	-86	443	897	-496	-282	168	582	-543	-111	-305	904	413	664	-559
906	919	774	960	-33	-968	384	552	454	290	-7	186	-572	697	604	416	-407	-893	851	-869	-711	816	321	358	-833	-569	355	797	788	-909	552	-454
785	2	-294	-941	-519	801	577	-822	354	671	-642	434	335	-845	495	-819	-308	-270	319	254	-8	894	603	-145	-160	-179	339	949	779	-700	-108	-627
-317	-898	228	625	273	970	10	-209	-775	822	683	641	-722	705	241	5	772	-303	757	908	572	26	-456	460	-766	-987	171	154	-134	55	536	28
-148	-854	802	403	721	-590	-317	522	-19	662	-423	958	-704	627	843	661	879	836	-212	523	719	8	408	943	343	-266	-820	-413	-314	560	-256	360
-239	169	-899	-497	287	-79	494	-966	694	-433	-589	-528	-534	-355	-162	182	-894	-292	-904	-805	987	183	656	-738	-215	-145	145	325	-991	120	-728	755
452	-243	-402	-958	-221	-604	-693	-293	375	-158	437	438	-346	944	-864	-230	-12	704	-539	-487	-132	988	-306	-658	-654	-922	-649	-12	314	443	376	-109
948	-706	-748	443	647	-270	-5	868	399	-603	-595	-175	-39	-510	-851	-904	348	570	644	396	227	468	-418	951	881	869	-774	-410	628	-522	692	-63
-983	-707	-678	37	189	605	-416	893	164	-504	221	-876	162	-71	52	15	353	556	91	-805	339	-62	734	800	-109	118	-666	24	641	851	-770	924
183	-265	-443	-497	448	753	820	-244	-712	942	-459	-532	-165	527	-620	997	318	188	-922	-607	538	12	-242	591	275	-274	287	-936	-371	8	709	-711
-849	-207	-244	745	406	102	-805	-215	-223	176	-705	246	-571	-295	708	-834	-642	-485	370	-904	180	788	30	268	461	-702	-744	-752	-510	450	577	-594
-997	920	-31	-674	571	-708	254	348	638	78	601	-417	824	-524	-956	583	291	-694	468	-775	-511	-342	-428	-85	-550	124	-259	-486	611	-871	-710	-62
213	-428	-692	-337	-513	513	-937	599	403	-43	-973	846	441	-372	-988	512	-671	286	-701	612	-94	516	721	-29	902	-891	48	136	561	-435	672	-749
630	-71	836	-416	52	91	-708	-981	341	-732	891	-806	409	-701	-206	-808	-711	11	-891	10	-11	-156	-50	570	595	360	-603	-941	-870	-17	-106	-859
442	194	-481	605	-716	-463	617	-753	726	262	226	505	-532	568	-989	-5	237	-536	-321	-77	-547	-454	6	-121	172	762	-117	754	-30	201	840	-430
-458	855	509	-859	-365	933	911	927	462	-888	26	276	-303	-749	-858	984	70	-340	-933	-41	468	-715	486	-312	187	548	-64	-267	656	131	-167	-335
-672	-430	804	362	-790	569	864	449	-608	-75	-108	-186	439	-751	-211	-572	620	17	-788	-268	-603	972	527	963	-972	763	543	836	435	-238	-484	-269
333	-826	-172	-562	214	-823	304	-775	-1000	824	121	-564	-190	770	-468	597	-932	858	-858	-512	14	-227	399	-121	-971	744	439	146	-589	-752	-588	-436
587	578	420	-89	353	464	-306	231	-94	80	802	-202	688	-52	696	-679	-867	422	-623	-128	-867	-658	187	-719	-989	192	-24	516	63	251	6	565
-290	-332	779	-144	747	101	331	-515	-650	-82	-92	54	-812	933	396	-109	841	812	-609	137	-958	596	-54	783	107	441	276	412	465	559	-360	7
496	761	-642	593	513	506	-170	-914	365	960	-737	276	-364	920	200	612	-512	-574	656	728	-136	-996	484	-341	-298	864	-236	-385	670	-519	782	-681
439	-156	215	-305	553	-386	-978	798	191	-87	-683	-149	-476	787	124	-441	-522	-555	579	-606	812	-776	237	577	-631	606	540	18	257	-916	453	-521
-129	-980	522	345	915	-854	-370	-353	633	134	-629	651	-836	537	-10	-574	-217	-611	-315	-85	362	751	635	191	-531	-723	788	432	-222	11	-943	355
-448	-770	-669	-318	-203	-434	201	-424	-82	932	-234	-224	70	-840	-20	-667	137	772	247	462	338	94	-587	847	-607	397	-997	925	289	-405	-588	-931
-46	681	-833	-164	759	566	-472	350	815	716	595	-5	-207	-224	360	785	-300	209	-440	-90	242	732	-39	-515	-925	-698	-959	236	-912	-523	233	-628
-440	-270	992	-235	-473	-678	-994	806	858	667	-829	817	-170	-452	-83	838	543	-432	284	-430	936	-937	176	-624	-301	586	510	863	485	784	-213	-229
551	754	192	483	-609	268	-866	-267	-750	463	183	794	868	901	463	-755	-617	-247	659	59	-114	-303	24	-286	-764	654	83	483	570	-785	785	-850
927	-513	942	-670	-727	-49	-197	77	254	-890	-948	-967	562	383	-902	-993	273	39	584	-136	-878	-913	-816	715	-217	340	34	129	-580	-276	-266	492
803	-294	698	34	612	-227	431	297	942	-385	941	162	-662	-933	-796	281	-567	53	36	-803	-284	749	-906	-120	-852	-130	746	648	89	-777	599	839
578	-87	-656	-875	764	-884	114	-905	152	89	691	-421	-525	-631	53	-422	-904	802	-468	977	-752	-446	517	966	595	-99	140	-870	335	75	922	108
-869	-25	330	37	-778	846	-94	-379	556	-193	489	289	38	-866	774	-12	340	-768	570	-871	-610	251	862	-769	51	-890	-80	-725	920	-592	947	-451
-662	-613	-965	-22	-320	599	-26	-221	-277	442	-462	980	666	548	513	-512	48	-175	-304	771	-52	-514	-578	949	89	-664	236	748	221	-386	383	496
282	381	-268	922	404	-277	-430	-201	-419	314	-950	-234	-127	212	-5	441	-224	-168	-673	939	-309	-40	154	142	539	-227	-593	278	209	-309	-19	450
721	530	-878	-582	860	-805	-561	-664	688	-24	721	-364	239	-543	-343	999	84	250	-361	382	-484	-911	989	-79	-78	994	251	649	-285	16	-543	-538
-496	-343	-953	555	-937	569	-203	-194	-479	-892	199	-445	-92	-606	-603	980	-653	743	-807	100	-673	394	-280	-128	205	480	-499	484	899	723	1	582
-781	656	-794	883	-765	797	667	700	-87	602	644	318	16	-981	585	188	228	-420	-24	75	598	922	-249	-851	13	988	396	286	-360	54	-822	172
672	-861	-631	-563	-916	32	-456	-933	433	51	543	-305	355	451	-415	629	-448	-72	155	128	-324	-711	-563	-5	98	562	-970	95	868	-555	-123	90
-930	-974	-338	-745	483	-822	554	863	554	-878	-501	-325	687	416	-874	-386	-449	-609	-230	628	-916	-992	857	658	653	57	173	-243	912	-169	-499	-20
149	816	34	160	538	-439	-223	807	-501	359	-639	441	75	823	-817	-287	-434	-447	269	754	-545	-461	616	-311	-1	-149	-639	90	306	665	-761	291
472	-542	818	-162	-427	607	-986	370	116	711	-710	575	318	-177	-499	-793	437	-143	-695	579	-871	636	-531	-899	-302	-723	279	588	670	-889	-46	-650
594	-188	-697	263	310	-308	216	932	-129	-332	40	-759	570	85	-793	73	-105	659	782	299	-807	586	355	-348	-996	-352	927	520	629	920	-406	-802
426	-683	199	762	66	-320	-328	938	398	-410	464	928	-691	322	-176	972	652	262	438	-9	753	854	233	-496	615	464	-782	178	610	-711	-357	-315
-420	457	293	-204	-652	-548	-137	-713	397	-148	-678	127	325	443	-985	477	-83	-195	-435	33	593	-699	-224	-284	-145	344	283	-961	330	-980	395	-688
